bar,item,price
The Green Dragon Inn,Frie,9
The Green Dragon Inn,Cheesesteak,6
The Green Dragon Inn,Penne Vodka,12
The Green Dragon Inn,Waffle,7
The Green Dragon Inn,Key Lime Pie,6
The Green Dragon Inn,Hot Dog,12
The Green Dragon Inn,Bacon Egg and Cheese,10
Kadie's Club Pecos,Fat Tire,4
Kadie's Club Pecos,Stella Artios,5
Kadie's Club Pecos,Honry Devil,5
Kadie's Club Pecos,Blue Moon,8
Kadie's Club Pecos,Dale's Pale Ale,5
Kadie's Club Pecos,Schnickelfritz,7
Kadie's Club Pecos,Fancy Lawnmower,3
Kadie's Club Pecos,Vanilla Porter,8
Kadie's Club Pecos,Fat Tire,5
Kadie's Club Pecos,Fancy Lawnmower,5
Kadie's Club Pecos,Blue Moon,8
Kadie's Club Pecos,Guinness,5
Kadie's Club Pecos,Bitter American,3
Kadie's Club Pecos,Union Jack,6
Kadie's Club Pecos,Tsingtao,5
Kadie's Club Pecos,Upslope Brown Ale,4
Kadie's Club Pecos,Shakespeare Oatmeal Stout,6
Kadie's Club Pecos,Fancy Lawnmower,4
Kadie's Club Pecos,Nugget Nectar,7
Kadie's Club Pecos,Honry Devil,7
Kadie's Club Pecos,Honry Devil,4
Kadie's Club Pecos,Budweiser,3
Kadie's Club Pecos,Heineken,7
Kadie's Club Pecos,Schnickelfritz,4
Kadie's Club Pecos,Brooklyn Brewery Lager,7
Kadie's Club Pecos,Gose,8
Kadie's Club Pecos,Red Stripe,3
Kadie's Club Pecos,Brooklyn Brewery Lager,3
Kadie's Club Pecos,Focal Banger,4
Kadie's Club Pecos,Blind Pig IPA,5
Kadie's Club Pecos,Saison Rue,7
Kadie's Club Pecos,Corona,6
Kadie's Club Pecos,Miller Light,4
Kadie's Club Pecos,Soup,12
Kadie's Club Pecos,Crab,11
Kadie's Club Pecos,Calamari,10
Kadie's Club Pecos,Frie,12
Kadie's Club Pecos,Cheesesteak,10
Kadie's Club Pecos,Soup,12
Kadie's Club Pecos,Spaghetti,6
Kadie's Club Pecos,Wings,8
Kadie's Club Pecos,Mountain Dew,6
Kadie's Club Pecos,Soup,9
The Bar at Milliways,Stella Artios,4
The Bar at Milliways,Pipeworks Citra,6
The Bar at Milliways,Surly Brewing Darkness,8
The Bar at Milliways,Nugget Nectar,6
The Bar at Milliways,Miller Light,3
The Bar at Milliways,Samuel Adams,6
The Bar at Milliways,Guinness,6
The Bar at Milliways,Brooklyn Brewery Lager,7
The Bar at Milliways,Blue Moon,7
The Bar at Milliways,Abner,6
The Bar at Milliways,Pabst Blue Ribbon,8
The Bar at Milliways,Bell's Two Hearted,8
The Bar at Milliways,Tsingtao,6
The Bar at Milliways,Schnickelfritz,6
The Bar at Milliways,Blind Pig IPA,6
The Bar at Milliways,Samuel Adams,7
The Bar at Milliways,Fat Tire,7
The Bar at Milliways,Dos Equis,5
The Bar at Milliways,Icehouse,5
The Bar at Milliways,Vanilla Porter,6
The Bar at Milliways,Hefeweizen,7
The Bar at Milliways,Samuel Adams,6
The Bar at Milliways,Dogfish Head,4
The Bar at Milliways,Honry Devil,7
The Bar at Milliways,Pilsner,3
The Bar at Milliways,Corona,3
The Bar at Milliways,Allagash White,7
The Bar at Milliways,Cold Mountain Winter Ale,8
The Bar at Milliways,Craftsman Cabernale,7
The Bar at Milliways,Red Stripe,3
The Bar at Milliways,Fancy Lawnmower,3
The Bar at Milliways,Anchor Steam Beer,4
The Bar at Milliways,Cold Mountain Winter Ale,7
The Bar at Milliways,Miller Light,8
The Bar at Milliways,Dumplings,12
The Bar at Milliways,Frie,9
The Bar at Milliways,Calamari,11
The Bar at Milliways,Lobster,9
The Bar at Milliways,Spaghetti,12
The Bar at Milliways,Key Lime Pie,7
The Bar at Milliways,Coffee,11
The Bar at Milliways,Key Lime Pie,9
The Bar at Milliways,Lemonade,10
The Bar,Union Jack,4
The Bar,Corona,8
The Bar,Dale's Pale Ale,7
The Bar,Dale's Pale Ale,4
The Bar,Samuel Adams,7
The Bar,Blue Moon,7
The Bar,Nugget Nectar,6
The Bar,Saison Rue,6
The Bar,Red Stripe,4
The Bar,Bell's Two Hearted,8
The Bar,Abner,6
The Bar,Anchor Steam Beer,6
The Bar,Coors,4
The Bar,Union Jack,5
The Bar,Heineken,8
The Bar,Blind Pig IPA,3
The Bar,Budweiser,6
The Bar,Allagash White,5
The Bar,Budweiser,3
The Bar,Red Stripe,5
The Bar,Vanilla Porter,8
The Bar,Heineken,7
The Bar,Upslope Brown Ale,3
The Bar,Craftsman Cabernale,5
The Bar,Fat Tire,3
The Bar,Chocolate Cake,11
The Bar,Soup,9
The Bar,Wings,6
The Bar,Nachos,12
The Bar,Wings,10
The Bar,Dumplings,7
The Bar,Mac n Cheese,10
The Moon Under Water,Celis White,7
The Moon Under Water,Fancy Lawnmower,3
The Moon Under Water,Fat Tire,5
The Moon Under Water,Cold Mountain Winter Ale,3
The Moon Under Water,Abner,5
The Moon Under Water,Pipeworks Citra,5
The Moon Under Water,Union Jack,5
The Moon Under Water,Icehouse,8
The Moon Under Water,Brooklyn Brewery Lager,7
The Moon Under Water,Hefeweizen,3
The Moon Under Water,Pabst Blue Ribbon,8
The Moon Under Water,Craftsman Cabernale,6
The Moon Under Water,Fancy Lawnmower,5
The Moon Under Water,Dale's Pale Ale,4
The Moon Under Water,PseudoSue,7
The Moon Under Water,Lone Star,6
The Moon Under Water,Stella Artios,8
The Moon Under Water,Lone Star,5
The Moon Under Water,Celis White,3
The Moon Under Water,Honry Devil,8
The Moon Under Water,Union Jack,5
The Moon Under Water,Budweiser,7
The Moon Under Water,Bell's Two Hearted,4
The Moon Under Water,Shakespeare Oatmeal Stout,6
The Moon Under Water,Guinness,4
The Moon Under Water,Landshark Lager,7
The Moon Under Water,Pabst Blue Ribbon,5
The Moon Under Water,French Dip,7
The Moon Under Water,Hamburger,6
The Moon Under Water,Coffee,7
The Moon Under Water,Soup,8
The Moon Under Water,Lemonade,6
The Moon Under Water,Buffalo Chicken Sandwich,7
The Moon Under Water,Nachos,10
The Moon Under Water,Chocolate Cake,8
The Moon Under Water,Key Lime Pie,8
The Moon Under Water,Hot Dog,12
The Moon Under Water,Spaghetti,9
The Bang Bang Bar,Brooklyn Brewery Lager,4
The Bang Bang Bar,Dogfish Head,7
The Bang Bang Bar,Surly Brewing Darkness,5
The Bang Bang Bar,Blue Moon,8
The Bang Bang Bar,Fullsteam Carver,3
The Bang Bang Bar,Bitter American,4
The Bang Bang Bar,Hoegaarden,7
The Bang Bang Bar,Dogfish Head,8
The Bang Bang Bar,Hop Head Red,7
The Bang Bang Bar,Abner,8
The Bang Bang Bar,Stella Artios,5
The Bang Bang Bar,Fullsteam Carver,5
The Bang Bang Bar,Anchor Steam Beer,7
The Bang Bang Bar,Upslope Brown Ale,7
The Bang Bang Bar,Icehouse,6
The Bang Bang Bar,Dos Equis,4
The Bang Bang Bar,PseudoSue,5
The Bang Bang Bar,Fancy Lawnmower,7
The Bang Bang Bar,Budweiser,7
The Bang Bang Bar,Pabst Blue Ribbon,4
The Bang Bang Bar,Vanilla Porter,7
The Bang Bang Bar,Honry Devil,3
The Bang Bang Bar,Cold Mountain Winter Ale,5
The Bang Bang Bar,Pilsner,6
The Bang Bang Bar,Fancy Lawnmower,6
The Bang Bang Bar,Dale's Pale Ale,4
The Bang Bang Bar,Allagash White,8
The Bang Bang Bar,Waffle,6
The Bang Bang Bar,Crab,12
The Bang Bang Bar,Grilled Cheese,10
The Bang Bang Bar,Buffalo Chicken Sandwich,6
The Bang Bang Bar,Grilled Cheese,9
The Bang Bang Bar,Spaghetti,10
The Bang Bang Bar,Pancakes,6
The Bang Bang Bar,Soup,11
Cheers,Dogfish Head,6
Cheers,Stella Artios,3
Cheers,Stella Artios,4
Cheers,Saison Rue,3
Cheers,Hop Slam,5
Cheers,Fat Tire,5
Cheers,Allagash White,7
Cheers,Dos Equis,3
Cheers,Coors,7
Cheers,Abner,3
Cheers,Coors,7
Cheers,Fancy Lawnmower,6
Cheers,Pilsner,5
Cheers,Hoegaarden,7
Cheers,Upslope Brown Ale,3
Cheers,Honry Devil,7
Cheers,Bitter American,3
Cheers,Dos Equis,5
Cheers,Coors,7
Cheers,Stella Artios,4
Cheers,Pabst Blue Ribbon,4
Cheers,Miller Light,6
Cheers,Stella Artios,8
Cheers,Landshark Lager,3
Cheers,Hefeweizen,8
Cheers,La Roja,3
Cheers,Bacon Egg and Cheese,9
Cheers,Lobster,7
Cheers,Penne Vodka,8
Cheers,Buffalo Chicken Sandwich,8
Cheers,Grilled Cheese,10
Cheers,Pretzels,6
Cheers,Calamari,11
Cheers,French Dip,8
Cheers,Mac n Cheese,12
Cheers,Penne Vodka,8
Bada Bing!,Honry Devil,8
Bada Bing!,Fat Tire,7
Bada Bing!,Saison Rue,7
Bada Bing!,Fat Tire,3
Bada Bing!,PseudoSue,6
Bada Bing!,Uncle Jacob's Stout,4
Bada Bing!,Surly Brewing Darkness,6
Bada Bing!,Dogfish Head,7
Bada Bing!,Pipeworks Citra,8
Bada Bing!,Corona,7
Bada Bing!,Hoegaarden,5
Bada Bing!,Guinness,7
Bada Bing!,Fullsteam Carver,7
Bada Bing!,Budweiser,4
Bada Bing!,Blind Pig IPA,4
Bada Bing!,Brooklyn Brewery Lager,4
Bada Bing!,PseudoSue,6
Bada Bing!,Coors,6
Bada Bing!,Anchor Steam Beer,8
Bada Bing!,Dos Equis,4
Bada Bing!,Corona,3
Bada Bing!,Guinness,7
Bada Bing!,Cold Mountain Winter Ale,4
Bada Bing!,Focal Banger,6
Bada Bing!,Dos Equis,8
Bada Bing!,Focal Banger,4
Bada Bing!,Abner,4
Bada Bing!,French Dip,6
Bada Bing!,Bacon Egg and Cheese,9
Bada Bing!,Coke,11
Bada Bing!,Frie,12
Bada Bing!,Grilled Cheese,10
Bada Bing!,Key Lime Pie,6
Bada Bing!,Lemonade,12
Bada Bing!,Goldfish,10
Bada Bing!,Chocolate Cake,8
Greely's,PseudoSue,6
Greely's,Hoegaarden,3
Greely's,Union Jack,7
Greely's,Fancy Lawnmower,5
Greely's,Blue Moon,5
Greely's,Tsingtao,5
Greely's,Anchor Steam Beer,5
Greely's,Budweiser,7
Greely's,Dos Equis,5
Greely's,Red Stripe,8
Greely's,Schnickelfritz,8
Greely's,Craftsman Cabernale,4
Greely's,Miller Light,7
Greely's,PseudoSue,3
Greely's,Icehouse,3
Greely's,Dogfish Head,5
Greely's,Brooklyn Brewery Lager,7
Greely's,Guinness,3
Greely's,Fancy Lawnmower,5
Greely's,Guinness,7
Greely's,Fat Tire,3
Greely's,Dos Equis,6
Greely's,Union Jack,3
Greely's,Heineken,6
Greely's,Hoegaarden,7
Greely's,Brooklyn Brewery Lager,3
Greely's,Schnickelfritz,6
Greely's,Bacon Egg and Cheese,8
Greely's,Cheesesteak,12
Greely's,French Dip,11
Greely's,French Dip,8
Greely's,Frie,8
Greely's,Pretzels,12
Greely's,Fat Sandwich,9
Greely's,Dumplings,6
Greely's,Pancakes,6
Chatsubo,Cold Mountain Winter Ale,5
Chatsubo,Landshark Lager,5
Chatsubo,Surly Brewing Darkness,3
Chatsubo,Surly Brewing Darkness,6
Chatsubo,Landshark Lager,5
Chatsubo,Honry Devil,3
Chatsubo,Union Jack,3
Chatsubo,Abner,5
Chatsubo,Hop Head Red,3
Chatsubo,Landshark Lager,3
Chatsubo,La Roja,6
Chatsubo,Bitter American,7
Chatsubo,Dos Equis,6
Chatsubo,Pabst Blue Ribbon,6
Chatsubo,Lone Star,6
Chatsubo,Bitter American,6
Chatsubo,Gose,3
Chatsubo,Blind Pig IPA,7
Chatsubo,Samuel Adams,8
Chatsubo,Union Jack,8
Chatsubo,La Roja,6
Chatsubo,Samuel Adams,3
Chatsubo,Hop Head Red,5
Chatsubo,Lone Star,6
Chatsubo,Landshark Lager,8
Chatsubo,Hefeweizen,3
Chatsubo,Dogfish Head,8
Chatsubo,Hefeweizen,4
Chatsubo,Craftsman Cabernale,7
Chatsubo,Nugget Nectar,3
Chatsubo,Miller Light,3
Chatsubo,Fancy Lawnmower,3
Chatsubo,Abner,5
Chatsubo,Chocolate Cake,9
Chatsubo,Hot Dog,12
Chatsubo,Crab,12
Chatsubo,Hamburger,8
Chatsubo,Mac n Cheese,10
Chatsubo,Crab,11
Chatsubo,Calamari,12
Chatsubo,Spaghetti,10
Chatsubo,Mountain Dew,6
Chatsubo,Cheesecake,8
Bob's Country Bunker,Landshark Lager,6
Bob's Country Bunker,Hop Head Red,6
Bob's Country Bunker,Hoegaarden,3
Bob's Country Bunker,Nugget Nectar,6
Bob's Country Bunker,Pilsner,6
Bob's Country Bunker,Samuel Adams,4
Bob's Country Bunker,Guinness,4
Bob's Country Bunker,Hop Slam,5
Bob's Country Bunker,Bitter American,3
Bob's Country Bunker,Gose,7
Bob's Country Bunker,Honry Devil,5
Bob's Country Bunker,Icehouse,4
Bob's Country Bunker,Tsingtao,3
Bob's Country Bunker,Heineken,6
Bob's Country Bunker,Cold Mountain Winter Ale,8
Bob's Country Bunker,Union Jack,4
Bob's Country Bunker,Pipeworks Citra,6
Bob's Country Bunker,Bell's Two Hearted,6
Bob's Country Bunker,Blue Moon,3
Bob's Country Bunker,Cold Mountain Winter Ale,7
Bob's Country Bunker,Hoegaarden,3
Bob's Country Bunker,Hoegaarden,5
Bob's Country Bunker,Samuel Adams,3
Bob's Country Bunker,Abner,6
Bob's Country Bunker,Brooklyn Brewery Lager,8
Bob's Country Bunker,Red Stripe,3
Bob's Country Bunker,Crab,6
Bob's Country Bunker,French Dip,8
Bob's Country Bunker,Pancakes,8
Bob's Country Bunker,Crab,10
Bob's Country Bunker,Pretzels,7
Bob's Country Bunker,Penne Vodka,7
Bob's Country Bunker,Hamburger,8
Bob's Country Bunker,Chocolate Cake,10
Bob's Country Bunker,Crab,10
Club Sugar Ray,Fat Tire,8
Club Sugar Ray,Budweiser,3
Club Sugar Ray,Tsingtao,7
Club Sugar Ray,Honry Devil,8
Club Sugar Ray,Celis White,7
Club Sugar Ray,Blue Moon,3
Club Sugar Ray,Union Jack,8
Club Sugar Ray,Tsingtao,4
Club Sugar Ray,Fullsteam Carver,7
Club Sugar Ray,Coors,7
Club Sugar Ray,Coors,3
Club Sugar Ray,Hefeweizen,4
Club Sugar Ray,Tsingtao,6
Club Sugar Ray,Fullsteam Carver,8
Club Sugar Ray,Uncle Jacob's Stout,7
Club Sugar Ray,Miller Light,4
Club Sugar Ray,Blue Moon,3
Club Sugar Ray,Stella Artios,8
Club Sugar Ray,Hop Head Red,7
Club Sugar Ray,Pipeworks Citra,3
Club Sugar Ray,Red Stripe,8
Club Sugar Ray,Brooklyn Brewery Lager,4
Club Sugar Ray,Dogfish Head,3
Club Sugar Ray,Bitter American,7
Club Sugar Ray,Gose,5
Club Sugar Ray,Samuel Adams,8
Club Sugar Ray,Dogfish Head,5
Club Sugar Ray,PseudoSue,3
Club Sugar Ray,Pilsner,8
Club Sugar Ray,Pipeworks Citra,8
Club Sugar Ray,Stella Artios,5
Club Sugar Ray,Vanilla Porter,7
Club Sugar Ray,Red Stripe,6
Club Sugar Ray,Coffee,8
Club Sugar Ray,Fat Sandwich,12
Club Sugar Ray,Buffalo Chicken Sandwich,6
Club Sugar Ray,Wings,9
Club Sugar Ray,Lemonade,7
Club Sugar Ray,Waffle,6
Club Sugar Ray,Soup,9
Club Sugar Ray,Crab,9
The Hog's Head Inn,Union Jack,7
The Hog's Head Inn,PseudoSue,3
The Hog's Head Inn,Blue Moon,5
The Hog's Head Inn,Blind Pig IPA,8
The Hog's Head Inn,Blue Moon,7
The Hog's Head Inn,Dos Equis,3
The Hog's Head Inn,Miller Light,5
The Hog's Head Inn,Hoegaarden,6
The Hog's Head Inn,Blind Pig IPA,7
The Hog's Head Inn,Budweiser,6
The Hog's Head Inn,Gose,3
The Hog's Head Inn,Red Stripe,6
The Hog's Head Inn,Fat Tire,4
The Hog's Head Inn,Focal Banger,4
The Hog's Head Inn,Red Stripe,8
The Hog's Head Inn,Samuel Adams,5
The Hog's Head Inn,Guinness,3
The Hog's Head Inn,Abner,5
The Hog's Head Inn,Gose,3
The Hog's Head Inn,Craftsman Cabernale,8
The Hog's Head Inn,Lone Star,3
The Hog's Head Inn,Bitter American,5
The Hog's Head Inn,Landshark Lager,4
The Hog's Head Inn,Craftsman Cabernale,3
The Hog's Head Inn,Abner,7
The Hog's Head Inn,Nugget Nectar,3
The Hog's Head Inn,Surly Brewing Darkness,3
The Hog's Head Inn,Pilsner,5
The Hog's Head Inn,Uncle Jacob's Stout,4
The Hog's Head Inn,Penne Vodka,8
The Hog's Head Inn,Soup,9
The Hog's Head Inn,Mountain Dew,12
The Hog's Head Inn,Calamari,8
The Hog's Head Inn,Wings,7
The Hog's Head Inn,Penne Vodka,10
The Hog's Head Inn,Chocolate Cake,12
The Hog's Head Inn,Mac n Cheese,9
The Last Resort,Pipeworks Citra,3
The Last Resort,Lone Star,8
The Last Resort,Bitter American,3
The Last Resort,Red Stripe,3
The Last Resort,Coors,4
The Last Resort,Surly Brewing Darkness,6
The Last Resort,Upslope Brown Ale,3
The Last Resort,Shakespeare Oatmeal Stout,4
The Last Resort,Surly Brewing Darkness,7
The Last Resort,Hoegaarden,7
The Last Resort,PseudoSue,5
The Last Resort,PseudoSue,7
The Last Resort,Bitter American,3
The Last Resort,Tsingtao,7
The Last Resort,Schnickelfritz,3
The Last Resort,Abner,3
The Last Resort,Hoegaarden,8
The Last Resort,Tsingtao,4
The Last Resort,Surly Brewing Darkness,7
The Last Resort,Tsingtao,4
The Last Resort,Tsingtao,3
The Last Resort,PseudoSue,7
The Last Resort,Budweiser,3
The Last Resort,Uncle Jacob's Stout,6
The Last Resort,Dale's Pale Ale,8
The Last Resort,Coors,4
The Last Resort,Heineken,4
The Last Resort,Chocolate Cake,6
The Last Resort,Spaghetti,10
The Last Resort,Waffle,10
The Last Resort,Coffee,10
The Last Resort,Dumplings,10
The Last Resort,Calamari,12
The Last Resort,French Dip,6
The Last Resort,Pancakes,12
The Last Resort,Soup,12
The Last Resort,Penne Vodka,7
The Last Resort,Mountain Dew,8
The Tiny Twister,Hop Slam,3
The Tiny Twister,Dogfish Head,6
The Tiny Twister,Surly Brewing Darkness,4
The Tiny Twister,Cold Mountain Winter Ale,3
The Tiny Twister,Cold Mountain Winter Ale,4
The Tiny Twister,Stella Artios,6
The Tiny Twister,Surly Brewing Darkness,5
The Tiny Twister,Dos Equis,5
The Tiny Twister,Red Stripe,6
The Tiny Twister,Blind Pig IPA,8
The Tiny Twister,PseudoSue,3
The Tiny Twister,Allagash White,7
The Tiny Twister,Bitter American,8
The Tiny Twister,Saison Rue,8
The Tiny Twister,Brooklyn Brewery Lager,8
The Tiny Twister,Landshark Lager,3
The Tiny Twister,Hefeweizen,5
The Tiny Twister,La Roja,4
The Tiny Twister,Dale's Pale Ale,8
The Tiny Twister,Dogfish Head,7
The Tiny Twister,Pilsner,8
The Tiny Twister,Hop Slam,3
The Tiny Twister,Dogfish Head,8
The Tiny Twister,Fat Tire,3
The Tiny Twister,PseudoSue,5
The Tiny Twister,Red Stripe,7
The Tiny Twister,Dos Equis,6
The Tiny Twister,Anchor Steam Beer,5
The Tiny Twister,Coors,4
The Tiny Twister,Bitter American,3
The Tiny Twister,Nugget Nectar,3
The Tiny Twister,Key Lime Pie,6
The Tiny Twister,Lemonade,10
The Tiny Twister,Waffle,12
The Tiny Twister,Frie,9
The Tiny Twister,Goldfish,11
The Tiny Twister,Pretzels,11
The Tiny Twister,Hot Dog,6
The Tiny Twister,Fat Sandwich,8
The Tiny Twister,Bacon Egg and Cheese,6
Dino's Bar and Grill,Gose,7
Dino's Bar and Grill,Nugget Nectar,4
Dino's Bar and Grill,Hefeweizen,8
Dino's Bar and Grill,Dos Equis,6
Dino's Bar and Grill,Fat Tire,4
Dino's Bar and Grill,Honry Devil,7
Dino's Bar and Grill,Fat Tire,7
Dino's Bar and Grill,Gose,5
Dino's Bar and Grill,Icehouse,3
Dino's Bar and Grill,Uncle Jacob's Stout,4
Dino's Bar and Grill,Samuel Adams,7
Dino's Bar and Grill,Shakespeare Oatmeal Stout,8
Dino's Bar and Grill,Heineken,4
Dino's Bar and Grill,Icehouse,5
Dino's Bar and Grill,Surly Brewing Darkness,6
Dino's Bar and Grill,Guinness,3
Dino's Bar and Grill,Fullsteam Carver,5
Dino's Bar and Grill,Dale's Pale Ale,6
Dino's Bar and Grill,Guinness,5
Dino's Bar and Grill,Hop Head Red,5
Dino's Bar and Grill,Dale's Pale Ale,4
Dino's Bar and Grill,Pipeworks Citra,6
Dino's Bar and Grill,Celis White,6
Dino's Bar and Grill,Upslope Brown Ale,5
Dino's Bar and Grill,La Roja,6
Dino's Bar and Grill,Gose,6
Dino's Bar and Grill,Surly Brewing Darkness,7
Dino's Bar and Grill,Celis White,3
Dino's Bar and Grill,Dale's Pale Ale,3
Dino's Bar and Grill,Abner,5
Dino's Bar and Grill,Crab,10
Dino's Bar and Grill,Bacon Egg and Cheese,6
Dino's Bar and Grill,French Dip,9
Dino's Bar and Grill,Spaghetti,7
Dino's Bar and Grill,Soup,10
Dino's Bar and Grill,Hot Dog,11
Dino's Bar and Grill,Calamari,8
Dino's Bar and Grill,Fat Sandwich,9
Dino's Bar and Grill,Mac n Cheese,11
Dino's Bar and Grill,Crab,8
Winchester Tavern,Tsingtao,4
Winchester Tavern,Hoegaarden,5
Winchester Tavern,PseudoSue,3
Winchester Tavern,Icehouse,5
Winchester Tavern,Hoegaarden,8
Winchester Tavern,Dogfish Head,7
Winchester Tavern,Union Jack,6
Winchester Tavern,Brooklyn Brewery Lager,6
Winchester Tavern,Gose,3
Winchester Tavern,Blue Moon,4
Winchester Tavern,Upslope Brown Ale,5
Winchester Tavern,Celis White,6
Winchester Tavern,Gose,3
Winchester Tavern,Landshark Lager,6
Winchester Tavern,Anchor Steam Beer,8
Winchester Tavern,Hop Head Red,8
Winchester Tavern,Lone Star,6
Winchester Tavern,Icehouse,6
Winchester Tavern,Blue Moon,5
Winchester Tavern,Anchor Steam Beer,4
Winchester Tavern,Coors,4
Winchester Tavern,Bitter American,8
Winchester Tavern,Hoegaarden,3
Winchester Tavern,Dogfish Head,4
Winchester Tavern,Red Stripe,6
Winchester Tavern,Craftsman Cabernale,8
Winchester Tavern,Pilsner,5
Winchester Tavern,Bell's Two Hearted,7
Winchester Tavern,Miller Light,8
Winchester Tavern,Dale's Pale Ale,5
Winchester Tavern,Honry Devil,7
Winchester Tavern,Lemonade,11
Winchester Tavern,Chocolate Cake,12
Winchester Tavern,Lemonade,10
Winchester Tavern,French Dip,6
Winchester Tavern,French Dip,10
Winchester Tavern,Goldfish,12
Winchester Tavern,Frie,10
Winchester Tavern,Spaghetti,8
Winchester Tavern,Mountain Dew,8
Winchester Tavern,Buffalo Chicken Sandwich,10
Winchester Tavern,Pancakes,7
A Clean, Well-Lighted Place,Miller Light,3
A Clean, Well-Lighted Place,Hop Slam,6
A Clean, Well-Lighted Place,Stella Artios,8
A Clean, Well-Lighted Place,Celis White,8
A Clean, Well-Lighted Place,Red Stripe,8
A Clean, Well-Lighted Place,Heineken,6
A Clean, Well-Lighted Place,Guinness,3
A Clean, Well-Lighted Place,Guinness,8
A Clean, Well-Lighted Place,Dale's Pale Ale,5
A Clean, Well-Lighted Place,Blue Moon,4
A Clean, Well-Lighted Place,Hop Head Red,5
A Clean, Well-Lighted Place,Samuel Adams,5
A Clean, Well-Lighted Place,Blue Moon,3
A Clean, Well-Lighted Place,Budweiser,8
A Clean, Well-Lighted Place,Shakespeare Oatmeal Stout,8
A Clean, Well-Lighted Place,Uncle Jacob's Stout,7
A Clean, Well-Lighted Place,Cold Mountain Winter Ale,3
A Clean, Well-Lighted Place,Hoegaarden,4
A Clean, Well-Lighted Place,Fullsteam Carver,5
A Clean, Well-Lighted Place,Landshark Lager,8
A Clean, Well-Lighted Place,Abner,8
A Clean, Well-Lighted Place,Bitter American,6
A Clean, Well-Lighted Place,Heineken,7
A Clean, Well-Lighted Place,Lone Star,8
A Clean, Well-Lighted Place,Bitter American,3
A Clean, Well-Lighted Place,Cold Mountain Winter Ale,5
A Clean, Well-Lighted Place,Vanilla Porter,7
A Clean, Well-Lighted Place,Union Jack,8
A Clean, Well-Lighted Place,Miller Light,6
A Clean, Well-Lighted Place,Blue Moon,3
A Clean, Well-Lighted Place,Anchor Steam Beer,6
A Clean, Well-Lighted Place,Shakespeare Oatmeal Stout,6
A Clean, Well-Lighted Place,Pabst Blue Ribbon,3
A Clean, Well-Lighted Place,Blind Pig IPA,5
A Clean, Well-Lighted Place,Bacon Egg and Cheese,6
A Clean, Well-Lighted Place,French Dip,10
A Clean, Well-Lighted Place,Cheesesteak,11
A Clean, Well-Lighted Place,Key Lime Pie,10
A Clean, Well-Lighted Place,Waffle,10
A Clean, Well-Lighted Place,Calamari,6
A Clean, Well-Lighted Place,Soup,12
A Clean, Well-Lighted Place,Mac n Cheese,11
A Clean, Well-Lighted Place,Grilled Cheese,11
A Clean, Well-Lighted Place,Cheesecake,10
The Gold Room,Abner,7
The Gold Room,PseudoSue,5
The Gold Room,Honry Devil,6
The Gold Room,Corona,5
The Gold Room,Heineken,8
The Gold Room,Cold Mountain Winter Ale,6
The Gold Room,Hop Head Red,5
The Gold Room,Stella Artios,5
The Gold Room,Budweiser,3
The Gold Room,Hefeweizen,5
The Gold Room,Guinness,4
The Gold Room,Miller Light,8
The Gold Room,Lone Star,7
The Gold Room,Allagash White,8
The Gold Room,Fullsteam Carver,8
The Gold Room,Schnickelfritz,4
The Gold Room,Hefeweizen,7
The Gold Room,Anchor Steam Beer,5
The Gold Room,Cold Mountain Winter Ale,4
The Gold Room,Allagash White,8
The Gold Room,Allagash White,3
The Gold Room,Fancy Lawnmower,3
The Gold Room,Lone Star,7
